comment_text,toxic
YOU'RE NO FUCKING METAL LORD DUMBASS YOU'RE A FAG FUCK YOU.,1
"Gratitude

THANK YOU ALL FOR EXPANDING MY ARTICLE SO EXTENSIVELY. How did it get so much attention, by the way?",0
I am also a trout slapping dick,1
"I hope World of Warcraft dies a long and painful death
World of Warcraft sucks the biggest donkey balls on this planet. I cannot express how much I hate this piece of wank other than hoping it is raped, stabbed, drowned, raped again when it's dead, then drowned in its own blood from being stabbed. Afterwards, it should be buried in a 150 feet deep pit full of maggots and when they have finished with it, the whole pit should be set alight with 20,000 matches. Sometimes people tell me I should get this plague, but I'd rather slit my bollocks open and pour burning acid over them and let your mum bite them off, Tasty eh?",1
Who cares asshole? Stop terrorizing wikipedia users with your stupid questions!,1
Yanksox is a Lying faggot!!!!!!,1
"""
I just have one thing to say in my defence before I take Upstater's advice and let things slide from now on. Hippo can wikihound me, Hippo can call my editing """"crap"""" at AN/I, insult opinions and editing and comments various times, and call another user's opinion """"moronic""""  """,0
"Oy vey this is pathetic. 
I will clean this up soon.",1
"WP:ANI question 

Can you just confirm Wikipedia:Administrators'_noticeboard/Incidents#98.234.169.63__.3D_Fastily.3F?",0
"""

 Some baklava for you! 

  I'm sorry. I don't know howto dispense of the banners because they appear every time I leave you a message. Now would you please stop fussing about the banners and write out the synopsis's for 8213: Gacy House and Anneliese: The Exorcist Tapes.   """,0
And a banned user?  WTH?  Randy has been violating Wiki for weeks and I'm not allowed to say stay away?  That's not right.,0
"""

 Trolls and Trollys 
I have been muffled from the discussion page so I cannot really defend myself against the darkness (the user darkness shine) so let me have my say please the user has also attacked others calling them """"dimwits"""" and reverted more 10 times today as have I so if justice is to be done we both should be blocked or warned or whatever the admins do to punish cheers again 109.150.60.235  """,0
o no all these bastardsllpaybad,1
Is the rupestris parent of AxR1 really St. George? That wasn't my impression.,0
"""
Actually I am fully Arabic and Islamic and the correct spelling unlike how you stupid christians have been spelling it is """"Mou'ammar Al Qadhdhaffy"""". But you are all too racist and white and stupid too accept that124.180.159.192  """,1
"JdWolff (the mentally imbalanced loser) wryfully strikes again . . . Some people always just seem to allow their utter incoherence to get the better of them.

As a white Medical doctor , I am totally disgusted by the General Medical Council (GMC) and strongly support the 'Fire and Brimestone' approach of the Abolish the GMC Campaign.

The GMC Press Office directly connives with the Tabloids to blast their own screaming headlines all over the place - so the Abolish the GMC guys have every right to choose the very same style if they so wish.

JdWolff should go take a long cold shower - as his bias STINKS !",1
"""Vandalism==
I'm damn sick and tired of idiots vandalising this page with things like """"OMFG Dale is so fucking hot"""" NO ONE FUCKING CARES! Fuck off if you are going to do shit like that. There should be an instant ban for stuff like that!

==""",1
"Freudian theory? 

Huh? What the hell is with that far fetched crok of shit? If that merits two lines, I'll come up with my own wackier theory.",1
"Vandalism 

Stop vandalising pages. You are SO annoying!",1
"""

wow you are dumb. and that is NOT an attack but a statement, since anyone who belives that concensus would change reality IS dumb. Just because you stack the odds in your favor on the articles in question does not mean that britches was ALF's. Since Britch's belonged to the lab, and ALF """"took"""" him, Britches was """"stolen"""". Europe is a community, and that community agreed that the earth was flat... does that mean that America is not really here, since columbus sailed off the edge of the planet? you silly nuts!""",1
"Thanks for your answer. Yeah, I just saw that from the admin list. My bad (sorry!). But that makes sense. Cheers,",0
"note stealing 

The article note stealing in many peeps minds is a worthy article. If you delete i will sue you for $2 million. you are a jag bag. jerkoff, kinsider what i said. If u delete i'll beat you with a shoe until you are black and blue. you are stupid and need to clean out your eye of all that scum because you cannot notice a good article when you see one. you are a sucky user or administrator whatever you are. I Hate You!!!!!!! you little jayhawk, poo you. stuff it scum face. go piss on a pole and if u are a girl go squat. up yours you incompetant administrator. 

sincerily yr fuked up lil mother fukin nigga from the hood, 
  the outsider",1
